,Open,High,Low,Close,Volume
2024-01-01 11:31:00,101.48631910214498,101.679638503077,101.33055630328673,101.51904342740423,4437
2024-01-01 11:32:00,101.49712748058731,101.70236039744182,101.40177048521974,101.54886724482483,3324
2024-01-01 11:33:00,101.64264845901612,101.78487244256974,101.6567870837973,101.68150583449354,3883
2024-01-01 11:34:00,101.67434636136196,101.80863434411958,101.49683369535231,101.6120490485204,2071
2024-01-01 11:35:00,101.52525356125341,101.62589730270581,101.54023904871954,101.59708559448764,2582
2024-01-01 11:36:00,101.57850297159789,101.733500579981,101.35952765058822,101.55357023931546,4834
2024-01-01 11:37:00,101.71061223916213,101.76178926299579,101.59499946709109,101.7384966121634,4902
2024-01-01 11:38:00,101.78805774342888,101.83836242896747,101.68357296990716,101.80572608786464,4987
2024-01-01 11:39:00,101.88361982031918,101.98571611153889,101.70745466296782,101.84647227148876,4808
2024-01-01 11:40:00,101.81168010971211,101.79139460245256,101.68188483822229,101.76948066404422,3160
2024-01-01 11:41:00,101.84055441006676,101.93657460225715,101.7488582328859,101.82340558317341,4757
2024-01-01 11:42:00,101.66231633398938,101.84001902440221,101.56881240121969,101.75597231710768,4515
2024-01-01 11:43:00,101.8377036083689,101.90485016604332,101.69276994597658,101.75915537293511,1444
2024-01-01 11:44:00,101.76108059095719,101.87570581285898,101.68728353875068,101.69557076509722,2652
2024-01-01 11:45:00,101.76778593625143,101.91718839752568,101.68304606376098,101.76321409459187,4770
2024-01-01 11:46:00,101.82138606710133,101.9908111515376,101.66280510572902,101.82087317625336,2542
2024-01-01 11:47:00,101.89011576112657,101.80663239040182,101.67034962908578,101.80004330069556,1080
2024-01-01 11:48:00,101.8870051855264,101.90168307161056,101.64720981686615,101.83964397196172,3674
2024-01-01 11:49:00,101.72887310090994,101.83342443842595,101.70909744756486,101.73033782108868,3111
2024-01-01 11:50:00,101.56659512802557,101.66440272474408,101.39890280137224,101.58121206181812,1882
2024-01-01 11:51:00,101.61547437639402,101.67140222254051,101.55138139316176,101.62515123194457,2479
2024-01-01 11:52:00,101.70068018420169,101.70339340107384,101.54701806439745,101.64181858148183,2623
2024-01-01 11:53:00,101.75732131440637,101.89440791924936,101.61962529427319,101.70532172517103,2428
2024-01-01 11:54:00,101.86296505208249,102.0024723786317,101.92034574643894,101.94363620265743,3941
2024-01-01 11:55:00,102.06131627129977,102.10886497339243,101.98852486021143,102.03808415135647,1962
2024-01-01 11:56:00,101.99000799538094,101.94754388356205,101.79834761496609,101.94680192881205,4385
2024-01-01 11:57:00,101.98318039932305,102.22751908307721,102.0539020492525,102.05850355762163,4935
2024-01-01 11:58:00,101.92676457899856,101.9578809572508,101.90013526169322,101.92691281657048,4610
2024-01-01 11:59:00,101.79190217577019,101.92158321119176,101.87571232233074,101.88075435608901,1942
2024-01-01 12:00:00,101.88040483735362,101.92498309897496,101.70245258409184,101.87393019555655,1710
2024-01-01 12:01:00,101.94110274262584,102.22218887909047,101.92179950216514,102.0452644677215,3026
2024-01-01 12:02:00,101.93670170933125,102.01207926776591,101.93680325309293,101.97078898551665,3253
2024-01-01 12:03:00,101.85759183592599,102.04765040382433,101.73439068703999,101.88814513165075,2840
2024-01-01 12:04:00,101.84285738820107,102.03990974727279,101.68493975971789,101.8782998792082,3747
2024-01-01 12:05:00,101.88452845142072,101.99735616432926,101.62503997566598,101.81195205057199,1186
2024-01-01 12:06:00,101.95139117126959,101.9477279055027,101.7403061332202,101.92461564278264,3610
2024-01-01 12:07:00,101.79664404893013,101.86007828641387,101.81506044886515,101.8166224919463,3398
2024-01-01 12:08:00,101.65522173466049,101.85045528512133,101.58407292890813,101.70187562670519,3150
2024-01-01 12:09:00,101.64615480638848,101.69729377308688,101.60676709890294,101.65809362223074,2259
2024-01-01 12:10:00,101.55683472874654,101.6655562865362,101.49536093429954,101.60829037716151,3616
2024-01-01 12:11:00,101.84989758275069,101.83459189856548,101.73763752471109,101.80124358254321,4581
2024-01-01 12:12:00,101.99602396331318,101.9307250004668,101.86545235468127,101.89618566323578,1357
2024-01-01 12:13:00,101.9576007822784,102.00125145829995,101.81604204270263,101.9049407873743,1557
2024-01-01 12:14:00,101.79898175276854,101.80433384791388,101.68337797005601,101.78239723549129,3864
2024-01-01 12:15:00,101.85855209396678,101.93117305682416,101.66888043176192,101.86683353313144,1637
2024-01-01 12:16:00,101.74655668391941,101.85213078031227,101.75833442156478,101.76681199839248,4297
2024-01-01 12:17:00,101.69959911734911,101.61724451201952,101.55210384893527,101.61233488871473,2431
2024-01-01 12:18:00,101.70234108757387,101.80880450124485,101.5607590989323,101.73113786794995,1068
2024-01-01 12:19:00,101.84088705698723,101.78165661635954,101.63089302951722,101.76283212914244,1840
2024-01-01 12:20:00,101.79834104941952,101.95363371774975,101.68958140515134,101.85491801152052,3832
2024-01-01 12:21:00,101.8719791940949,102.05193841452623,101.75473259310286,101.88679077681482,3166
2024-01-01 12:22:00,101.88677100836907,102.13615827044146,101.82056657617588,101.9724738380051,4841
2024-01-01 12:23:00,101.9153329887365,101.92346098178257,101.80878692867567,101.90737127867509,2203
2024-01-01 12:24:00,101.74076061340283,101.92419254603155,101.76297145591712,101.80394699449664,4757
2024-01-01 12:25:00,101.95535891666431,102.03902372271904,101.71010567415735,101.87210644632479,2616
2024-01-01 12:26:00,101.81237909349046,101.83935998849434,101.67820134897461,101.79176547990741,1294
2024-01-01 12:27:00,101.74968033947623,101.8751958044223,101.69490946337503,101.72281050213239,3544
2024-01-01 12:28:00,101.6913911742389,101.85541012107068,101.51627844640649,101.67725725178066,1506
2024-01-01 12:29:00,101.6243781269636,101.84022999797125,101.48728798561065,101.67900516768316,2284
2024-01-01 12:30:00,101.64981169094452,101.66506598286092,101.57437300203213,101.64360577655782,3675
2024-01-01 12:31:00,101.59796468160941,101.5079226471205,101.44740819679873,101.50611064721602,1794
2024-01-01 12:32:00,101.44217655323304,101.48009362891709,101.42539377129121,101.44174880693272,3796
2024-01-01 12:33:00,101.16855768162904,101.27350395989961,101.0865102464204,101.21940849171028,1075
2024-01-01 12:34:00,101.18931450397825,101.40516823493618,101.0901393131137,101.281931636813,3821
2024-01-01 12:35:00,101.08605952173272,101.19858050630079,101.094527333254,101.12172587125232,2396
2024-01-01 12:36:00,100.92317609243244,101.15196894344177,100.91425561104562,101.01128753730949,4238
2024-01-01 12:37:00,101.0580299136877,101.0871190373399,100.99685640830492,101.01650404523558,3539
2024-01-01 12:38:00,100.98160610890555,100.97343283052736,100.93572576485448,100.94254774559644,4742
2024-01-01 12:39:00,101.05306511377609,101.15938717383433,100.96394899500359,101.09684920513712,1024
2024-01-01 12:40:00,100.99826257958826,101.14442835944261,100.79402607909608,100.96756351416478,2995
2024-01-01 12:41:00,100.96544586845184,101.18597506994871,100.92675449387448,100.99426860109969,4117
2024-01-01 12:42:00,100.98805960513819,101.03184286609041,100.81518728439492,100.99034031927694,1145
2024-01-01 12:43:00,100.89212874708107,101.03122464690772,100.85012034967262,100.87353096950282,4557
2024-01-01 12:44:00,100.90366063510402,100.98052838286397,100.8782664991725,100.925858635556,1709
2024-01-01 12:45:00,100.92961416986644,101.08613031112006,100.72838265705244,100.90870400243378,2719
2024-01-01 12:46:00,100.90159665503177,101.0189921801144,100.88418107881701,100.98588305755514,1318
2024-01-01 12:47:00,101.07410722235092,101.20142545669033,100.94659499619212,101.06823347295152,4162
2024-01-01 12:48:00,101.2828094667602,101.30139932082223,101.27695342137109,101.28455706787959,1409
2024-01-01 12:49:00,101.3158902060108,101.61298852761799,101.39253188079364,101.41820986282322,4853
2024-01-01 12:50:00,101.29080716939241,101.52141834795708,101.37013351652881,101.38129167902898,1276
2024-01-01 12:51:00,101.26437758099004,101.52571690915241,101.17635361328145,101.35735376127138,3173
2024-01-01 12:52:00,101.4880350625563,101.58065358873272,101.44036072808592,101.4673197208601,1516
2024-01-01 12:53:00,101.53904407527595,101.62820636671813,101.36291152861061,101.53284609393236,3255
2024-01-01 12:54:00,101.61055712540083,101.721235724821,101.52665230666763,101.59685924654212,4065
2024-01-01 12:55:00,101.36884471748563,101.54091194445093,101.27504414283788,101.43516364211104,2338
2024-01-01 12:56:00,101.48967972020446,101.52660790070017,101.3597223201798,101.43273102967115,4261
2024-01-01 12:57:00,101.40806999974144,101.5108179890421,101.305391130812,101.35892793875057,3088
2024-01-01 12:58:00,101.34857224690373,101.42256058964274,101.36818825841708,101.3869203986549,4970
2024-01-01 12:59:00,101.43590837351329,101.41133976932163,101.32096404157578,101.3771053596906,2991
2024-01-01 13:00:00,101.4555771306608,101.5544917806298,101.3738273071564,101.46812325049986,1330
2024-01-01 13:01:00,101.41103482081849,101.56399465522797,101.33634331223962,101.49984507201899,2371
2024-01-01 13:02:00,101.49684312992234,101.59330277181249,101.48797487727614,101.57847786822988,1653
2024-01-01 13:03:00,101.56852213294904,101.70073005704003,101.33754884356877,101.53183595855629,2420
2024-01-01 13:04:00,101.43218889243101,101.59171189430333,101.3290647307935,101.43739133296447,2891
2024-01-01 13:05:00,101.44044761096691,101.50517066360482,101.39139723768193,101.39638636364421,4659
2024-01-01 13:06:00,101.39026566602145,101.59054922971094,101.31161086221982,101.39468432225807,2728
2024-01-01 13:07:00,101.44598304048162,101.4471195091231,101.29481967433627,101.43259949581358,3468
2024-01-01 13:08:00,101.76470671203167,101.81186425108824,101.61167206163269,101.65853039088266,1670
2024-01-01 13:09:00,101.72414713009817,101.70757875403842,101.51457868554697,101.6543046757166,4206
2024-01-01 13:10:00,101.5370688122368,101.63242995965604,101.45797071463102,101.55871017566731,2789
2024-01-01 13:11:00,101.54286043433254,101.567967875138,101.51896444298076,101.52411199809738,1991
2024-01-01 13:12:00,101.50247467278585,101.63555997892514,101.32288181073673,101.47775240063277,2916
2024-01-01 13:13:00,101.56397010638491,101.55474856841442,101.41382580724729,101.52590054801011,4184
2024-01-01 13:14:00,101.37537128682506,101.53982418611271,101.35532214594943,101.37182084656565,3538
2024-01-01 13:15:00,101.35347045346093,101.51046257563165,101.28310423929322,101.37814704598568,1383
2024-01-01 13:16:00,101.3936165589204,101.40560234883606,101.33633912342728,101.39379769978223,3550
2024-01-01 13:17:00,101.39300144792833,101.57921214972228,101.24107949488466,101.41701580340225,3548
2024-01-01 13:18:00,101.44145256056771,101.48283533973832,101.30029878594426,101.35728419650572,2511
2024-01-01 13:19:00,101.39552833547388,101.51448848744778,101.14515460933728,101.33349202353212,1897
2024-01-01 13:20:00,101.1809051816899,101.3408303939156,101.08185938276445,101.19108593263387,4729
2024-01-01 13:21:00,101.16316855733234,101.2539781297836,101.0770312023883,101.14175394429765,3601
2024-01-01 13:22:00,101.0791948334842,101.25477723281982,100.92475879321246,101.08746779669598,4682
2024-01-01 13:23:00,101.18873485812053,101.18468284898235,100.98959272564896,101.12907280132211,1641
2024-01-01 13:24:00,101.06589858396083,101.12284457050885,100.93066205900075,101.01345455813993,3982
2024-01-01 13:25:00,101.12000490994647,101.15029773227161,100.96565070776961,101.09157436831093,4408
2024-01-01 13:26:00,101.28458603624078,101.43466370097816,101.0853059699544,101.24102282276006,1908
2024-01-01 13:27:00,101.0670528606608,101.07926358042711,100.86371276140201,101.03402432025871,4136
2024-01-01 13:28:00,101.13535328602694,101.07979784127062,100.91336765059371,101.07665019333652,3996
2024-01-01 13:29:00,101.17089756550601,101.20951196524031,101.11112557912087,101.14434099683955,1214
2024-01-01 13:30:00,101.08819232074005,101.18109917367828,100.9149193837836,101.08059729428432,1795
2024-01-01 13:31:00,101.01200883167148,101.04654269969745,101.02914430107468,101.04087011285144,3165
2024-01-01 13:32:00,100.94899451821807,101.13943171509952,100.98754791878262,101.02758205509274,2954
2024-01-01 13:33:00,100.99641054812723,101.17265952214281,100.87321762313937,100.99780296715257,1152
2024-01-01 13:34:00,100.92984889357766,101.1078481091312,100.94396316515848,100.96690167024786,3274
2024-01-01 13:35:00,100.80230174296271,100.92389495421052,100.67863177060362,100.79930128961486,1642
2024-01-01 13:36:00,100.97155886730252,101.10572679623482,100.85294130782046,100.91453444609317,1798
2024-01-01 13:37:00,101.03113753906888,101.21415217206527,100.93660298826593,101.02249630529685,2535
2024-01-01 13:38:00,100.92040979582094,101.10601317331708,100.87812957868734,100.94115987937643,1286
2024-01-01 13:39:00,100.7518610153531,100.91606581607336,100.7804827330232,100.79451744659619,1837
2024-01-01 13:40:00,100.77511717387027,100.944176846141,100.74647218365708,100.84662393424146,1319
2024-01-01 13:41:00,100.85568540402802,100.79170835990944,100.59632524838116,100.78904513726015,3555
2024-01-01 13:42:00,100.71440590264577,100.92449283483754,100.6808837839602,100.80324045359222,2904
2024-01-01 13:43:00,100.72456846056616,100.96912522694909,100.7113012375543,100.77130761187772,3776
2024-01-01 13:44:00,100.72480139029989,101.00408169698954,100.64923152015993,100.84046148698474,3950
2024-01-01 13:45:00,100.89412932256285,100.9780573301272,100.83208895095989,100.90993640135034,1461
2024-01-01 13:46:00,100.82026243551596,100.86778606851287,100.69787311673022,100.83737666350399,1401
2024-01-01 13:47:00,100.678825546933,100.85585199085791,100.57221770697998,100.69904026796448,2573
2024-01-01 13:48:00,100.53758993323216,100.68953399235733,100.35016425862321,100.54074642823097,1466
2024-01-01 13:49:00,100.5607211124208,100.79519372453755,100.41886382724272,100.60178436614169,4347
2024-01-01 13:50:00,100.43721565833884,100.65786691275116,100.45329762909329,100.48289844036329,1322
2024-01-01 13:51:00,100.52310812559647,100.5433493299879,100.41507962998753,100.43221680493342,3744
2024-01-01 13:52:00,100.3558822536702,100.39284225048132,100.2106569355286,100.37258540108837,3455
2024-01-01 13:53:00,100.41271160270874,100.4640288031382,100.18634002880205,100.36732867146141,1529
2024-01-01 13:54:00,100.13186213874411,100.23643970168122,100.07510597009218,100.17370069087676,4424
2024-01-01 13:55:00,100.27321498029376,100.29506024696111,100.0544262957894,100.19257855055615,4900
2024-01-01 13:56:00,100.32067675948996,100.30530796786749,100.23100999690388,100.24496765293956,1545
2024-01-01 13:57:00,100.26536079575489,100.42617446003915,100.20984898207273,100.25380986164403,3027
2024-01-01 13:58:00,100.16774466482572,100.39158664727076,100.19284600554285,100.22272124447419,3483
2024-01-01 13:59:00,100.23681133038745,100.29555429253448,100.11222914439105,100.23246126110107,1786
2024-01-01 14:00:00,100.27473112066713,100.39228216493987,100.23285791691185,100.27236589566508,4498
2024-01-01 14:01:00,100.00708781572689,100.08114279155022,99.98313735691224,99.99510662002241,2633
2024-01-01 14:02:00,100.1417868200375,100.3725164022532,100.13025639430029,100.19069785084749,2992
2024-01-01 14:03:00,100.15355717630732,100.26717936340154,100.09426469729348,100.22970718311628,1809
2024-01-01 14:04:00,100.17258447674666,100.30401200523455,100.0488935800252,100.16446632487757,3541
2024-01-01 14:05:00,100.12485642154212,100.31944605292625,100.05922599425988,100.1253709873588,1129
2024-01-01 14:06:00,100.17484891618969,100.20980026900634,100.00804938992505,100.17474516509373,1989
2024-01-01 14:07:00,100.21447480013283,100.20352805687513,100.10788094958787,100.16313477119029,4001
2024-01-01 14:08:00,99.88630830026057,100.09881099214658,99.907956796739,99.96006632441214,2134
2024-01-01 14:09:00,100.21705029634747,100.32234639545305,100.05452612839015,100.16651561054807,4069
2024-01-01 14:10:00,100.11830016782396,100.25357135578362,100.05981841685568,100.15546154482483,2100
2024-01-01 14:11:00,100.2377177127039,100.37941610902583,100.16828428387633,100.25747881599641,4136
2024-01-01 14:12:00,100.14698486305541,100.23081031298034,100.15711670742715,100.18827383121797,3364
2024-01-01 14:13:00,100.3463925295345,100.43723438235601,100.24098229831594,100.34191153664254,2882
2024-01-01 14:14:00,100.27525501179177,100.39296028170675,100.31874212207669,100.37054590553177,2579
2024-01-01 14:15:00,100.40302600296495,100.49571467403445,100.35299431245551,100.43143028897931,3215
2024-01-01 14:16:00,100.30111712510036,100.38386089337082,100.18019086283051,100.32690495236463,4384
2024-01-01 14:17:00,100.51121599145105,100.53694455335338,100.26064691622102,100.44801948133289,2246
2024-01-01 14:18:00,100.52453620497575,100.70302657023512,100.36222870474852,100.51700129778638,4479
2024-01-01 14:19:00,100.68196183631768,100.68343945317244,100.56605914181822,100.64718592074287,2128
2024-01-01 14:20:00,100.58467410549804,100.66465481410366,100.46577053691296,100.58437716477872,4862
